make,model_principal,alias
Buick,Lacrosse/Allure,lacrosse/allure awd
Chevrolet,G30 Van,g30 van 2wd (cargo)
Bmw,7 Series,activehybrid 7i
Lexus,Lfa,lfa
Tvr Engineering Ltd,Tvr 280I Convertible,tvr 280i convertible
Suzuki,Vitara,vitara 2 door 4wd
Chevrolet,Silverado,silverado 2500 2wd (bifuel)
Mercedes-Benz,C-Class,c320 ffv (wagon)
Chevrolet,Express Passenger,express passenger (bi-fuel)
Audi,Rs 4,rs4 cabriolet
Lamborghini,Murcielago,murcielago reventon
Porsche,Cayenne,cayenne turbo kit
Gmc,Canyon,canyon mud terrain tires 4wd
Bmw,I4,i4 edrive35 gran coupe (19 inch wheels)
Gmc,Hummer Ev,hummer ev suv
Polestar,2,2 dual motor (20 inch wheels)
Polestar,2,2 single motor (20 inch wheels)
Nissan,Ariya,ariya engage e-4orce 63kwh
Lexus,Tx,tx 500h awd
Kia,Ev9,ev9 long range rwd
Rolls-Royce,Spectre,spectre black badge (23 inch wheels)
Mercedes-Benz,Amg Gt,amg gt 55 4matic plus (coupe)
Mercedes-Benz,Amg Gt,amg gt 63 4matic plus (coupe)
Mercedes-Benz,Eqe,eqe 350 4matic (suv)
Rivian,R1T,r1t performance dual max (22in)
Rivian,R1T,r1t quad large (22in)
Chrysler,Lebaron,lebaron landau
Import Trade Services,Its 320,its 320
Volvo,940,940 gle 16-valve
Mercedes-Benz,400,400sel
Audi,S6,s6 wagon
Federal Coach,Heritage,heritage
Ford,Explorer,explorer sport 4wd ffv
Ford,Th!Nk,th!nk
Gmc,Sierra,sierra denali 1500 awd
Volvo,S60,s60 inscription awd
Tesla,Model X,model x awd - 90d
Subaru,Wrx,wrx sti type ra
Koenigsegg,Agera Rs,agera rs
Jaguar,F-Type,f-type svr awd coupe gen2
Porsche,Panamera,panamera turbo st
Tesla,Model X,model x standard range
Nissan,Rogue,rogue awd  sv/sl/platinum
Ferrari,812 Competizione,812 competizione
Audi,A8,a8 l quattro
Mitsubishi,Galant,galant sigma
Mclaren Automotive,Artura,artura
Chrysler,New Yorker,new yorker turbo
Audi,A5,a5 sportback s-line quattro
Audi,E-Tron S,e-tron s (20 inch wheels)
Mercedes-Benz,Eqs,eqs 450 4matic
Volkswagen,Id.4,id.4
Tesla,Model Y,model y awd
Lucid,Air,air gt p awd with 21 inch wheels
Lucid,Air,air touring awd with 21 inch wheels
Chevrolet,Cobalt,cobalt ss coupe
J.K. Motors,Bmw735Il,bmw735il
Gmc,Rally,rally g15/25 2wd (passenger)
Scion,Iq,iq ev
Gmc,Yukon,yukon c10 2wd
Tvr Engineering Ltd,Tvr 280I Coupe,tvr 280i coupe
Infiniti,Q60,q60 awd coupe
Ford,F150,f150 3.5l 4wd gvwr>7599 lbs payload package
Hyundai,Elantra,elantra hatchback
Chevrolet,Silverado,silverado 2500 hd 2wd
London Coach Co Inc,London Taxi,london taxi
Mini,Cooper,cooper s jcworks gp kit
Spyker,C8,c8
Dodge,Durango,durango hev
Audi,Q4 E-Tron,q4 sportback 50 e-tron quattro
Bmw,I5,i5 edrive40 sedan (19 inch wheels)
Rivian,R1S,r1s 20 inch all-terrain
Alfa Romeo,Tonale Eawd,tonale eawd
Toyota,Mirai,mirai le
Hyundai,Kona,kona electric long range
Mercedes-Benz,Cle-Class,cle300 4matic (coupe)
Mini,Countryman,countryman s all4
Rivian,R1S,r1s all-terrain dual max (20in)
Rivian,R1S,r1s dual large (22in)
Dodge,Caravan C/V/Grand Caravan,caravan c/v/grand caravan 4wd
Dodge,Journey,journey  awd
Maybach,57,57 zeppelin
Jaguar,Xj,xj lwb awd
Hyundai,Santa Fe,santa fe ultimate 4wd
Bmw,I3,i3 rex  (94 amp-hour battery)
Karma,Revero,revero
Bmw,I3,i3 (94ah) with range extender
Tesla,Model S,model s 75kwh
Land Rover,Discovery,discovery sport (286 hp)
Chevrolet,Silverado,silverado c10 xfe 2wd
Ford,Fusion,fusion special service vehicle phev
Jaguar,Xf,xf awd 30t
Land Rover,Range Rover,range rover velar p300
Porsche,Macan,macan turbo kit
Audi,R8,r8 spyder quattro
Nissan,Pathfinder,pathfinder 4wd rock creek
Lambda Control Systems,300E,300e
Cadillac,Sts,sts 2wd
Pontiac,Montana,montana svx fwd
Lexus,Es,es 330
Mercedes-Benz,E-Class,e350 (wagon)
Isuzu,I-350 Crew Cab,i-350 crew cab 4wd
Infiniti,Q45,q45 sport
Chrysler,Sebring,sebring awd
"Tecstar, Lp",Foose F150,foose f150 super crew 4wd
Ford,F150,f150 sfe 2wd
Suzuki,Sj 410,sj410k p/u 4wd
Audi,Q4 E-Tron,q4 40 e-tron
Land Rover,Defender,defender 130 outbound
Honda,Prologue,prologue awd touring
Lexus,Rz,rz 300e (20 inch wheels)
Subaru,Loyale,loyale wagon 4wd turbo
Rolls-Royce,Silver Spirit Iii/Spur Iii,silver spirit iii/spur iii
Ferrari,Mondial/Cabriolet,mondial/cabriolet
Bmw,M,m3 cs sedan
Bentley,Bentayga,bentayga hybrid
Chevrolet,Blazer,blazer ev awd
Porsche,718,718 spyder rs
Fiat,500E,500e all season
Nissan,Ariya,ariya evolve+/empower+ fwd 87kwh
Tesla,Model X,model x plaid (22in wheels)
Mercedes-Benz,Amg Gt,amg gt
Jaguar,I-Pace,i-pace
Porsche,911,911 turbo s exclusive cabriolet
Mercedes-Benz,S-Class,amg s63 4matic plus coupe
Mclaren Automotive,620R Coupe,620r coupe
Mclaren Automotive,650S Can-Am,650s can-am
Nissan,Rogue,rogue fwd  sv/sl/platinum
Lamborghini,Aventador,aventador sian roadster
Land Rover,Discovery Sport,discovery sport
Bentley,Continental,continental gt v8 convertible
Volvo,Xc40,xc40 t4
Audi,Tt Rs,tt rs coupe
Mclaren Automotive,765Lt Coupe,765lt coupe
Hyundai,Ioniq 5,ioniq 5 awd (long range)
Volvo,Xc90,xc90 t8 awd recharge ext. range
Chevrolet,Cobalt,cobalt coupe
J.K. Motors,300Te Merc Benz,300te merc benz
Saleen,Mustang,mustang
Alfa Romeo,Spider,8 c spider
Bmw,7 Series,activehybrid 7li
Tesla,Model S,model s (40 kw-hr battery pack)
Mercedes-Benz,Cls-Class,cls63 amg s
Maserati,Ghibli,ghibli v6 awd
Mercedes-Benz,S-Class,s63 amg 4matic coupe
Gmc,Savana Cargo,savana cargo (dedicated cng)
Dodge,Glh-S,glh-s
Ferrari,Ferrari 456,ferrari 456 gt
Federal Coach,Six Door,six door
Qvale,Detomaso Mangusta,detomaso mangusta
Lamborghini,Aventador,aventador s coupe
Dacia,Coupe,coupe
Mclaren Automotive,600Lt Spider,600lt spider
Mclaren Automotive,Senna,senna
Bmw,M,m235i xdrive gran coupe
Ruf Automobile,Turbo12/Ctr3/Ctr Anniversary,turbo12/ctr3/ctr anniversary
Lamborghini,Huracan,huracan coupe rwd
Audi,Tts Coupe,tts coupe quattro
Rivian,R1T,r1t
Tesla,Model S,model s plaid (19 inch wheels)
Ferrari,296 Gtb,296 gtb
Audi,Q4 E-Tron,q4 e-tron sportback
Import Trade Services,Its 230Te,its 230te
Mercedes-Benz,600,600sel/sec
Lamborghini,Murcielago,murcielago reventon roadster
Ram,C/V,c/v cargo van
Mclaren Automotive,Mp4-12C Spider,mp4-12c spider
Ford,Ranger,ranger raptor 4wd
Honda,Prologue,prologue fwd
Rivian,R1T,r1t all-terrain dual max (20in)
Rivian,R1S,r1s all-terrain dual standard plus (20in)
Bmw,3 Series,325is
Mercedes-Benz,200,200e
Infiniti,Fx35,fx35 2wd
Roush Performance,F150,boss f150 super cab 2wd
Jaguar,Vdp,vdp
Gmc,Savana Cargo,savana 1500 awd (cargo)
Chrysler,Aspen,aspen hev
Rolls-Royce,Corniche/Continental,continental t
